Country,Province Code,Region,City/ Town
Canada,QC,Mauricie,Trois-Rivieres
Canada,QC,Mauricie,Trois-Rivières
Canada,QC,Mauricie,Wemotaci
Canada,QC,Monteregie,"Bedford,qu"
Canada,QC,Monteregie,Iberville
Canada,QC,Monteregie,L''ile-perrot
Canada,QC,Monteregie,Lemoyne
Canada,QC,Monteregie,Mcmasterville
Canada,QC,Monteregie,Saint-hubert
Canada,QC,Monteregie,Valleyfield
Canada,QC,Montérégie,Acton Vale
Canada,QC,Montérégie,Akwesasne
Canada,QC,Montérégie,Beauharnois
Canada,QC,Montérégie,Beloeil
Canada,QC,Montérégie,Boucherville
Canada,QC,Montérégie,Brossard
Canada,QC,Montérégie,Candiac
Canada,QC,Montérégie,Chambly
Canada,QC,Montérégie,Châteauguay
Canada,QC,Montérégie,Contrecoeur
Canada,QC,Montérégie,Coteau-Du-Lac
Canada,QC,Montérégie,Greenfield Park
Canada,QC,Montérégie,Henryville
Canada,QC,Montérégie,Huntingdon
Canada,QC,Montérégie,Kahnawake
Canada,QC,Montérégie,L'Île-Perrot
Canada,QC,Montérégie,Lacolle
Canada,QC,Montérégie,Longueuil
Canada,QC,Montérégie,Marieville
Canada,QC,Montérégie,Mont-Saint-Hilaire
Canada,QC,Montérégie,Napierville
Canada,QC,Montérégie,Ormstown
Canada,QC,Montérégie,Richelieu
Canada,QC,Montérégie,Rigaud
Canada,QC,Montérégie,Saint-Amable
Canada,QC,Montérégie,Saint-Basile-Le-Grand
Canada,QC,Montérégie,Saint-Bruno-De-Montarville
Canada,QC,Montérégie,Saint-Césaire
Canada,QC,Montérégie,Saint-Chrysostome
Canada,QC,Montérégie,Saint-Constant
Canada,QC,Montérégie,Saint-Hyacinthe
Canada,QC,Montérégie,Saint-Jean-Baptiste
Canada,QC,Montérégie,Saint-Jean-Sur-Richelieu
Canada,QC,Montérégie,Saint-Jude
Canada,QC,Montérégie,Saint-Lambert
Canada,QC,Montérégie,Saint-Philippe
Canada,QC,Montérégie,Saint-Polycarpe
Canada,QC,Montérégie,Saint-Rémi
Canada,QC,Montérégie,Saint-Zotique
Canada,QC,Montérégie,Sainte-Brigide-d'Iberville
Canada,QC,Montérégie,Sainte-Julie
Canada,QC,Montérégie,Salaberry-De-Valleyfield
Canada,QC,Montérégie,Sorel-Tracy
Canada,QC,Montérégie,Varennes
Canada,QC,Montérégie,Vaudreuil-Dorion
Canada,QC,Montérégie,Verchères
Canada,QC,Montreal,Beaconsfield
Canada,QC,Montreal,Dollard-des-ormeaux
Canada,QC,Montreal,Mercier
Canada,QC,Montreal,Outremont
Canada,QC,Montreal,Sainte-anne-de-bellevue
Canada,QC,Montréal,Ahuntsic-Cartierville
Canada,QC,Montréal,Anjou
Canada,QC,Montréal,Côte-Des-Neiges-Notre-Dame-De-Grâce
Canada,QC,Montréal,Côte-Saint-Luc
Canada,QC,Montréal,Dollard-Des Ormeaux
Canada,QC,Montréal,Dorval
Canada,QC,Montréal,Kirkland
Canada,QC,Montréal,L'île-Bizard-Sainte-Geneviève
Canada,QC,Montréal,Lachine
Canada,QC,Montréal,LaSalle
Canada,QC,Montréal,Le Plateau-Mont-Royal
Canada,QC,Montréal,Le Sud-Ouest
Canada,QC,Montréal,Mercier-Hochelaga-Maisonneuve
Canada,QC,Montréal,Mont-Royal
Canada,QC,unknown,Montreal
Canada,QC,unknown,Montréal
Canada,QC,unknown,Montréal-Est
Canada,QC,unknown,Montréal-Nord
Canada,QC,unknown,Montréal-Ouest
Canada,QC,unknown,Pierrefonds
Canada,QC,Montréal,Pierrefonds-Roxboro
Canada,QC,Montréal,Pointe-Claire
Canada,QC,Montréal,Rivière-des-Prairies-Pointe-aux-Trembles
Canada,QC,Montréal,Rosemont
Canada,QC,Montréal,Rosemont-La Petite-Patrie
Canada,QC,Montréal,Saint-Laurent
Canada,QC,Montréal,Saint-Léonard
Canada,QC,Montréal,Verdun
Canada,QC,Montréal,Ville-Marie
Canada,QC,Montréal,Villeray-Saint-Michel-Parc-Extension
Canada,QC,Montréal,Westmount
Canada,QC,Montrégie,
Canada,QC,National Capital Region,Ancienne lorette
Canada,QC,National Capital Region,Boischatel
Canada,QC,National Capital Region,Charlesbourg
Canada,QC,National Capital Region,Clermont
Canada,QC,National Capital Region,Limoilou
Canada,QC,National Capital Region,Lorette
Canada,QC,National Capital Region,Loretteville
Canada,QC,National Capital Region,Neufchatel
Canada,QC,National Capital Region,Saint raymond de portneuf
Canada,QC,National Capital Region,Sainte-foy
Canada,QC,National Capital Region,Sillery
Canada,QC,National Capital Region,"Vanier,qu"
Canada,QC,National Capital Region,Village-des-hurons
Canada,QC,Nord-du-Québec,Akulivik
Canada,QC,Nord-du-Québec,Aupaluk
Canada,QC,Nord-Du-Québec,Beaucanton
Canada,QC,Nord-du-Québec,Chapais
Canada,QC,Nord-Du-Québec,Chibougamau
Canada,QC,Nord-du-Québec,Chisasibi
Canada,QC,Nord-du-Québec,Eastmain
Canada,QC,Nord-du-Québec,Inukjuak
Canada,QC,Nord-du-Québec,Ivujivik
Canada,QC,Nord-du-Québec,Kangiqsualujjuaq
Canada,QC,Nord-du-Québec,Kangiqsujuaq
Canada,QC,Nord-du-Québec,Kangirsuk
Canada,QC,Nord-Du-Québec,Kuujjuaq
Canada,QC,Nord-du-Québec,Kuujjuarapik
Canada,QC,Nord-du-Québec,Lebel-Sur-Quévillon
Canada,QC,Nord-du-Québec,Matagami
Canada,QC,Nord-du-Québec,Matimekosh Lac-John
Canada,QC,Nord-du-Québec,Mistissini
Canada,QC,Nord-du-Québec,Nemaska
Canada,QC,Nord-du-Québec,Némiscau
Canada,QC,Nord-du-Québec,Oujé-Bougoumou
Canada,QC,Nord-du-Québec,Puvirnituq
Canada,QC,Nord-du-Québec,Quaqtaq
Canada,QC,Nord-du-Québec,Radisson
Canada,QC,Nord-du-Québec,Salluit
Canada,QC,Nord-du-Québec,Tasiujaq
Canada,QC,Nord-du-Québec,Terres-Cries-de-la-Baie-James
Canada,QC,Nord-du-Québec,Umiujaq
Canada,QC,Nord-du-Québec,Waskaganish
Canada,QC,Nord-du-Québec,Waswanipi
Canada,QC,Nord-du-Québec,Wemindji
Canada,QC,North Shore,Baie-trinite
Canada,QC,North Shore,Fermont
Canada,QC,North Shore,Lourdes-du-blanc-sablon
Canada,QC,North Shore,Pointe-aux-outardes
Canada,QC,North Shore,Port cartier
Canada,QC,North Shore,Ragueneau
Canada,QC,North Shore,Sept-iles
Canada,QC,Northern Quebec,Lebel-sur-quevillon
Canada,QC,Outaouais,Buckingham
Canada,QC,Outaouais,Campbell''s bay
Canada,QC,Outaouais,Campbell's Bay
Canada,QC,Outaouais,Campbells Bay
Canada,QC,Outaouais,Cantley
Canada,QC,Outaouais,Chapeau
Canada,QC,Outaouais,Chelsea
Canada,QC,Outaouais,Davidson
Canada,QC,Outaouais,Fort-Coulonge
Canada,QC,Outaouais,Gatineau
Canada,QC,Outaouais,Gracefield
Canada,QC,Outaouais,Hull
Canada,QC,Outaouais,La Pêche
Canada,QC,Outaouais,Lac-Rapide
Canada,QC,Outaouais,Low
Canada,QC,Outaouais,Maniwaki
Canada,QC,Outaouais,Mansfield-Et-Pontefract
Canada,QC,Outaouais,Masham
Canada,QC,Outaouais,Montpellier
Canada,QC,Outaouais,Otter Lake
Canada,QC,Outaouais,Papineauville
Canada,QC,Outaouais,Quyon
Canada,QC,Outaouais,Rapides-des-Joachims
Canada,QC,Outaouais,Ripon
Canada,QC,Outaouais,Saint-andre-avellin
Canada,QC,Outaouais,Saint-André-Avellin
Canada,QC,Outaouais,Shawville
Canada,QC,Outaouais,Thurso
Canada,QC,Outaouais,Val-Des-Bois
Canada,QC,Outaouais,Val-Des-Monts
Canada,QC,Outaouais,Wakefield
Canada,QC,Saguenay-Lac-Saint-Jean,Albanel
Canada,QC,Saguenay-Lac-Saint-Jean,Alma
Canada,QC,Saguenay-Lac-Saint-Jean,Alouette
Canada,QC,Saguenay-Lac-Saint-Jean,Chambord
Canada,QC,Saguenay-Lac-Saint-Jean,Chicoutimi
Canada,QC,Saguenay-Lac-Saint-Jean,Desbiens
Canada,QC,Saguenay-Lac-Saint-Jean,Dolbeau-Mistassini
Canada,QC,Saguenay-Lac-Saint-Jean,Girardville
Canada,QC,Saguenay-Lac-Saint-Jean,Hebertville
Canada,QC,Saguenay-Lac-Saint-Jean,Hébertville
Canada,QC,Saguenay-Lac-Saint-Jean,Jonquiere
Canada,QC,Saguenay-Lac-Saint-Jean,Jonquière
Canada,QC,Saguenay-Lac-Saint-Jean,L'anse-Saint-Jean
Canada,QC,Saguenay-Lac-Saint-Jean,L'ascension-De-Notre-Seigneur
Canada,QC,Saguenay-Lac-Saint-Jean,La Baie
Canada,QC,Saguenay-Lac-Saint-Jean,La dore
Canada,QC,Saguenay-Lac-Saint-Jean,La Doré
Canada,QC,Saguenay-Lac-Saint-Jean,Lac-a-la-croix
Canada,QC,Saguenay-Lac-Saint-Jean,Laterriere
Canada,QC,Saguenay-Lac-Saint-Jean,Laterrière
Canada,QC,Saguenay-Lac-Saint-Jean,Mashteuiatsh
Canada,QC,Saguenay-Lac-Saint-Jean,Metabetchouan
Canada,QC,Saguenay-Lac-Saint-Jean,Métabetchouan-Lac-À-La-Croix
Canada,QC,Saguenay-Lac-Saint-Jean,Normandin
Canada,QC,Saguenay-Lac-Saint-Jean,Pointe bleue
Canada,QC,Saguenay-Lac-Saint-Jean,Roberval
Canada,QC,Saguenay-Lac-Saint-Jean,Sacre-coeur
Canada,QC,Saguenay-Lac-Saint-Jean,Sacré-Coeur-Saguenay
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Ambroise
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-André-Du-Lac-Saint-Jean
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-andre-du-lac-st-jean
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Augustin
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-bruno
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Charles-De-Bourget
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-David-de-Falardeau
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-felicien
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Félicien
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-felix-d''otis
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Felix-D'Otis
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Félix-D'Otis
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-gedeon
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Gédéon
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-honore
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Honoré
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-Prime
Canada,QC,Saguenay-Lac-Saint-Jean,Saint-thomas-didyme
Canada,QC,Saguenay-Lac-Saint-Jean,Shipshaw
Canada,QC,Saguenay-Lac-Saint-Jean,Sorel
Canada,QC,Saguenay-Lac-Saint-Jean,Taschereau
Canada,QC,Saguenay-Lac-Saint-Jean,Tracy
Canada,QC,unknown,Beauport
Canada,QC,unknown,Beaupre
Canada,QC,unknown,Bernieres
Canada,QC,unknown,"Black lake,qu"
Canada,QC,unknown,Chateauguay
Canada,QC,unknown,Dolbeau
Canada,QC,unknown,Fatima
Canada,QC,unknown,Gascons
Canada,QC,unknown,Gentilly
Canada,QC,unknown,Gesgapegiag
Canada,QC,unknown,Grande-Rivière
Canada,QC,unknown,Iles-de-la-madeleine
Canada,QC,unknown,Kingsey-falls
Canada,QC,unknown,La peche
Canada,QC,unknown,Lac-st-charles
Canada,QC,unknown,Laurentides
Canada,QC,unknown,Le gardeur
Canada,QC,unknown,Listuguj
Canada,QC,unknown,Lyster
Canada,QC,unknown,Pohenegamook
Canada,QC,unknown,Quebec
Canada,QC,unknown,Riviere-au-tonnerre
Canada,QC,unknown,Riviere-Du-Loup
Canada,QC,unknown,Saint-alphonse
Canada,QC,unknown,Saint-basile le grand
Canada,QC,unknown,Saint-elie-de-caxton
Canada,QC,unknown,Saint-étienne
Canada,QC,unknown,Saint-ferreol les neige
Canada,QC,unknown,Saint-Pierre-Ile-Dorleans
Canada,SK,Assiniboia,
Canada,SK,Battleford North,
Canada,SK,Cadillac,
Canada,SK,Central East,Beatty
Canada,SK,Central East,Canora
Canada,SK,Central East,Carrot River
Canada,SK,Central East,Chorney Beach
Canada,SK,Central East,Day Star First Nation
Canada,SK,Central East,Hudson Bay
Canada,SK,Central East,Imperial
Canada,SK,Central East,Invermay
Canada,SK,Central East,Ituna
Canada,SK,Central East,James Smith First Nation
Canada,SK,Central East,Kamsack
Canada,SK,Central East,Keeseekoose First Nation
Canada,SK,Central East,Kelvington
Canada,SK,Central East,Key First Nation
Canada,SK,Central East,Kinistin Saulteaux First Nation
Canada,SK,Central East,Kinistino
Canada,SK,Central East,Lestock
Canada,SK,Central East,Lockwood
Canada,SK,Central East,Melfort
Canada,SK,Central East,Muskoday
Canada,SK,Central East,Muskoday First Nation
Canada,SK,Central East,Naicam
Canada,SK,Central East,Nipawin
Canada,SK,Central East,Norquay
Canada,SK,Central East,Porcupine Plain
Canada,SK,Central East,Preeceville
Canada,SK,Central East,Punnichy
Canada,SK,Central East,Raymore
Canada,SK,Central East,Red Earth
Canada,SK,Central East,Rose Valley
Canada,SK,Central East,Saltcoats
Canada,SK,Central East,Strasbourg
Canada,SK,Central East,The Key First Nation
Canada,SK,Central East,Theodore
Canada,SK,Central East,Tisdale
Canada,SK,Central East,Wadena
Canada,SK,Central East,Wynyard
Canada,SK,Central East,Yorkton
Canada,SK,Central West,Battleford
Canada,SK,Central West,Beardys And Okemasis First Nation
Canada,SK,Central West,Big Shell
Canada,SK,Central West,Biggar
Canada,SK,Central West,Birch Hills
Canada,SK,Central West,Cando
Canada,SK,Central West,Cochin
Canada,SK,Central West,Craik
Canada,SK,Central West,Cut Knife
Canada,SK,Central West,Delisle
Canada,SK,Central West,Dinsmore
Canada,SK,Central West,Duck Lake
Canada,SK,Central West,Dundurn
Canada,SK,Central West,Edam
Canada,SK,Central West,Elrose
Canada,SK,Central West,Eston
Canada,SK,Central West,Fishing Lake First Nation
Canada,SK,Central West,Gallivan
Canada,SK,Central West,Gordon First Nation
Canada,SK,Central West,Hafford
Canada,SK,Central West,Humboldt
Canada,SK,Central West,Kerrobert
Canada,SK,Central West,Kindersley
Canada,SK,Central West,Leask
Canada,SK,Central West,Little Pine First Nation
Canada,SK,Central West,"Lloydminster,sk"
Canada,SK,Central West,Macklin
Canada,SK,Central West,Maidstone
Canada,SK,Central West,Marcelin
Canada,SK,Central West,Milden
Canada,SK,Central West,Muskeg Lake First Nation
Canada,SK,Central West,North Battleford
Canada,SK,Central West,Osler
Canada,SK,Central West,Outlook
Canada,SK,Central West,Pakwaw Lake
Canada,SK,Central West,Paradise Hill
Canada,SK,Central West,Paynton
Canada,SK,Central West,Poundmaker First Nation
Canada,SK,Central West,Rosetown
Canada,SK,Central West,Rosthern
Canada,SK,Central West,Saskatchewan
Canada,SK,Central West,Saskatoon
Canada,SK,Central West,Saulteaux First Nation
Canada,SK,Central West,Shields
Canada,SK,Central West,Spiritwood
Canada,SK,Central West,St Isidore De Bellevue
Canada,SK,Central West,Turtleford
Canada,SK,Central West,Unity
Canada,SK,Central West,Wakaw
Canada,SK,Central West,Wakaw Lake
Canada,SK,Central West,Watrous
Canada,SK,Central West,Whitecap Dakota First Nation
Canada,SK,Central West,Wilkie
Canada,SK,Estevan,Lampman
Canada,SK,Kindersley,
Canada,SK,Lloydminster,Glaslyn
Canada,SK,Lloydminster,Kivimaa-Moonlight Bay
Canada,SK,Melville,Goodeve
Canada,SK,Moose Jaw,
Canada,SK,Nipawin,
Canada,SK,North,Ahtahkakoop First Nation
Canada,SK,North,Beauval
Canada,SK,North,Big River
Canada,SK,North,Birch Narrows First Nation
Canada,SK,North,Black Lake
Canada,SK,North,Black Lake First Nation
Canada,SK,North,"Black lake,sk"
Canada,SK,North,Brabant Lake
Canada,SK,North,Buffalo Narrows
Canada,SK,North,Buffalo River Dene First Nation
Canada,SK,North,Canoe Lake Cree First Nation
Canada,SK,North,Canoe Narrows
Canada,SK,North,Canwood
Canada,SK,North,Choiceland
Canada,SK,North,Clearwater River
Canada,SK,North,Clearwater River Dene First Nation
Canada,SK,North,Cumberland House
Canada,SK,North,Cumberland House Cree First Nation
Canada,SK,North,Debden
Canada,SK,North,Dillon
Canada,SK,North,Dore Lake
Canada,SK,North,English River First Nation
Canada,SK,North,Flying Dust First Nation
Canada,SK,North,Fond Du Lac
Canada,SK,North,Garson Lake
Canada,SK,North,Goodsoil
Canada,SK,North,Hatchet Lake First Nation
Canada,SK,North,Ile-A-La-Crosse
Canada,SK,North,La Loche
Canada,SK,North,"La loche,sk"
Canada,SK,North,La Ronge
Canada,SK,North,"La ronge,sk"
Canada,SK,North,Lac La Ronge First Nation
Canada,SK,North,Leoville
Canada,SK,North,Loon Lake
Canada,SK,North,Meadow lake
Canada,SK,North,Mont Nebo
Canada,SK,North,Montreal Lake
Canada,SK,North,Onion Lake
Canada,SK,North,Onion Lake First Nation
Canada,SK,North,Patuanak
Canada,SK,North,Pelican Narrows
Canada,SK,North,Pierceland
Canada,SK,North,Pinehouse Lake
Canada,SK,North,Prince Albert
Canada,SK,North,Sandy Bay
Canada,SK,North,Shellbrook
Canada,SK,North,Smeaton
Canada,SK,North,Southend
Canada,SK,North,St Georges Hill
Canada,SK,North,St Walburg
Canada,SK,North,Stony Rapids
Canada,SK,North,Sturgeon Lake First Nation
Canada,SK,North,Sturgeon Landing
Canada,SK,North,Thunderchild First Nation
Canada,SK,North,Turnor Lake
Canada,SK,North,Uranium City
Canada,SK,North,Waterhen Lake
Canada,SK,North,Weyakwin
Canada,SK,North,Whitewood
Canada,SK,North,Wollaston Lake
Canada,SK,Prince Albert,
Canada,SK,Regina,Fort Qu'appelle
Canada,SK,Regina,Fort Quappelle
Canada,SK,Regina,Qu'appelle
Canada,SK,Regina,Regina
Canada,SK,Rosetown Saskatoon,
Canada,SK,Saskatoon,Lanigan
Canada,SK,South East,Arcola
Canada,SK,South East,B-Say-Tah
Canada,SK,South East,Balcarres
Canada,SK,South East,Beaubier
Canada,SK,South East,Broadview
Canada,SK,South East,Broadview And District Centennial Lodge
Canada,SK,South East,Carlyle
Canada,SK,South East,Cowessess
Canada,SK,South East,Cowessess First Nation
Canada,SK,South East,Cupar
Canada,SK,South East,Edenwold
Canada,SK,South East,Esterhazy
Canada,SK,South East,Estevan
Canada,SK,South East,Fort San
Canada,SK,South East,Grenfell
Canada,SK,South East,Indian Head
Canada,SK,South East,Kahkewistahaw First Nation
Canada,SK,South East,Kipling
Canada,SK,South East,Kisbey
Canada,SK,South East,Langenburg
Canada,SK,South East,Maryfield
Canada,SK,South East,Melville
Canada,SK,South East,Moosomin
Canada,SK,South East,Morse
Canada,SK,South East,Muscowpetung First Nation
Canada,SK,South East,Ocean Man First Nation
Canada,SK,South East,Ochapowace First Nation
Canada,SK,South East,Okanese First Nation
Canada,SK,South East,Oxbow
Canada,SK,South East,Pangman
Canada,SK,South East,Pasqua
Canada,SK,South East,Pasqua First Nation
Canada,SK,South East,Pheasant Rump Nakota First Nation
Canada,SK,South East,Pilot butte
Canada,SK,South East,Quill lake
Canada,SK,South East,Radville
Canada,SK,South East,Redvers
Canada,SK,South East,Sakimay First Nations
Canada,SK,South East,Sintaluta
Canada,SK,South East,Southey
Canada,SK,South East,Stoughton
Canada,SK,South East,Wawota
Canada,SK,South East,Weyburn
Canada,SK,South East,White Bear First Nation
Canada,SK,South East,Wolseley
Canada,SK,South East,Zehner
Canada,SK,South West,Assiniboia
Canada,SK,South West,Beechy
Canada,SK,South West,Cabri
Canada,SK,South West,Central Butte
Canada,SK,South West,Climax
Canada,SK,South West,Coronach
Canada,SK,South West,Eastend
Canada,SK,South West,Gravelbourg
Canada,SK,South West,Gull Lake
Canada,SK,South West,Herbert
Canada,SK,South West,Hodgeville
Canada,SK,South West,Kyle
Canada,SK,South West,Lafleche
Canada,SK,South West,Leader
Canada,SK,South West,Lucky Lake
Canada,SK,South West,Mankota
Canada,SK,South West,Maple Creek
Canada,SK,South West,Moose Jaw
Canada,SK,South West,Mossbank
Canada,SK,South West,Nekaneet First Nation
Canada,SK,South West,Orkney
Canada,SK,South West,Piapot
Canada,SK,South West,Ponteix
Canada,SK,South West,Rockglen
Canada,SK,South West,Shaunavon
Canada,SK,South West,Swift Current
Canada,SK,South West,Vanguard
Canada,SK,South West,Willow Bunch
Canada,SK,South West,Wood Mountain First Nation
Canada,SK,Swift Current,
Canada,SK,Wadena,
Canada,SK,West,
Canada,SK,Weyburn,
Canada,SK,Yorkton,Yellow Quill
Canada,SK,unknown,Creighton
Canada,SK,unknown,Spiritwood
Canada,YK,Liard,Watson lake
Canada,YK,Northern,Old crow
Canada,YT,Kluane,Beaver Creek
Canada,YT,Kluane,Burwash Landing
Canada,YT,Kluane,Destruction Bay
Canada,YT,Kluane,Haines Junction
Canada,YT,Liard,Faro
Canada,YT,Liard,Ross River
Canada,YT,Northern,Dawson
Canada,YT,Northern Tuchone,Carmacks
Canada,YT,Northern Tuchone,Mayo
Canada,YT,Northern Tuchone,Pelly Crossing
Canada,YT,Southern Lakes,Carcross
Canada,YT,Southern Lakes,Whitehorse
Canada,YT,Yukon,Teslin
